Next,ProductId,Year,Month,Units,Avg,Count,Max,Min,Prev
48.0000,1,2017,9,88.0000,6.285714,14,15.0000,1.0000,0.0000
85.0000,1,2017,10,48.0000,9.600000,5,20.0000,1.0000,88.0000
13.0000,1,2017,11,85.0000,8.500000,10,20.0000,1.0000,48.0000
22.0000,1,2017,12,13.0000,3.250000,4,6.0000,1.0000,85.0000
12.0000,1,2018,1,22.0000,3.666666,6,8.0000,1.0000,13.0000
56.0000,1,2018,2,12.0000,12.000000,1,12.0000,12.0000,22.0000
19.0000,1,2018,3,56.0000,8.000000,7,15.0000,3.0000,12.0000
10.0000,1,2018,4,19.0000,4.750000,4,10.0000,2.0000,56.0000
13.0000,1,2018,5,10.0000,2.500000,4,6.0000,1.0000,19.0000
47.0000,1,2018,6,13.0000,6.500000,2,9.0000,4.0000,10.0000
34.0000,1,2018,7,47.0000,11.750000,4,30.0000,3.0000,13.0000
9.0000,1,2018,8,34.0000,11.333333,3,27.0000,1.0000,47.0000
0.0000,1,2018,9,9.0000,9.000000,1,9.0000,9.0000,34.0000
130.0000,2,2017,9,521.0000,20.038461,26,100.0000,1.0000,0.0000
152.0000,2,2017,10,130.0000,11.818181,11,45.0000,2.0000,521.0000
21.0000,2,2017,11,152.0000,12.666666,12,100.0000,1.0000,130.0000
65.0000,2,2017,12,21.0000,7.000000,3,14.0000,1.0000,152.0000
196.0000,2,2018,1,65.0000,32.500000,2,50.0000,15.0000,21.0000
90.0000,2,2018,2,196.0000,17.818181,11,100.0000,2.0000,65.0000
156.0000,2,2018,3,90.0000,11.250000,8,50.0000,1.0000,196.0000
159.0000,2,2018,4,156.0000,14.181818,11,60.0000,1.0000,90.0000
34.0000,2,2018,5,159.0000,17.666666,9,100.0000,2.0000,156.0000
61.0000,2,2018,6,34.0000,3.400000,10,15.0000,1.0000,159.0000
236.0000,2,2018,7,61.0000,8.714285,7,22.0000,1.0000,34.0000
27.0000,2,2018,8,236.0000,47.200000,5,100.0000,3.0000,61.0000
0.0000,2,2018,9,27.0000,9.000000,3,20.0000,1.0000,236.0000
4.0000,3,2017,11,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,3,2018,5,4.0000,4.000000,1,4.0000,4.0000,1.0000
0.0000,3,2018,8,1.0000,1.000000,1,1.0000,1.0000,4.0000
2.0000,4,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,4,2018,3,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,4,2018,5,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,4,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,4,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,8,2018,5,2.0000,2.000000,1,2.0000,2.0000,0.0000
1.0000,9,2018,3,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,9,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,9,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,9,2018,7,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,9,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,10,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,10,2017,10,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,10,2017,11,1.0000,1.000000,1,1.0000,1.0000,1.0000
2.0000,10,2017,12,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,10,2018,1,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,10,2018,3,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,10,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,10,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,10,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
3.0000,11,2017,9,11.0000,1.100000,10,2.0000,1.0000,0.0000
4.0000,11,2017,10,3.0000,1.000000,3,1.0000,1.0000,11.0000
3.0000,11,2017,11,4.0000,1.000000,4,1.0000,1.0000,3.0000
3.0000,11,2017,12,3.0000,1.000000,3,1.0000,1.0000,4.0000
2.0000,11,2018,1,3.0000,1.000000,3,1.0000,1.0000,3.0000
2.0000,11,2018,3,2.0000,1.000000,2,1.0000,1.0000,3.0000
3.0000,11,2018,4,2.0000,1.000000,2,1.0000,1.0000,2.0000
1.0000,11,2018,5,3.0000,1.500000,2,2.0000,1.0000,2.0000
4.0000,11,2018,6,1.0000,1.000000,1,1.0000,1.0000,3.0000
6.0000,11,2018,7,4.0000,1.000000,4,1.0000,1.0000,1.0000
0.0000,11,2018,8,6.0000,1.200000,5,2.0000,1.0000,4.0000
0.0000,12,2018,2,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,13,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,13,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,13,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,16,2017,9,2.0000,1.000000,2,1.0000,1.0000,0.0000
2.0000,16,2017,11,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,16,2018,1,2.0000,1.000000,2,1.0000,1.0000,1.0000
0.0000,16,2018,5,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,18,2018,5,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,18,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,21,2017,11,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,21,2018,3,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,21,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
3.0000,22,2017,9,2.0000,1.000000,2,1.0000,1.0000,0.0000
2.0000,22,2017,10,3.0000,1.000000,3,1.0000,1.0000,2.0000
3.0000,22,2017,11,2.0000,1.000000,2,1.0000,1.0000,3.0000
2.0000,22,2018,1,3.0000,1.000000,3,1.0000,1.0000,2.0000
4.0000,22,2018,2,2.0000,1.000000,2,1.0000,1.0000,3.0000
3.0000,22,2018,3,4.0000,1.000000,4,1.0000,1.0000,2.0000
2.0000,22,2018,4,3.0000,1.500000,2,2.0000,1.0000,4.0000
2.0000,22,2018,7,2.0000,1.000000,2,1.0000,1.0000,3.0000
0.0000,22,2018,8,2.0000,1.000000,2,1.0000,1.0000,2.0000
1.0000,25,2017,9,2.0000,1.000000,2,1.0000,1.0000,0.0000
0.0000,25,2018,1,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,26,2017,9,3.0000,1.000000,3,1.0000,1.0000,0.0000
1.0000,26,2017,10,1.0000,1.000000,1,1.0000,1.0000,3.0000
1.0000,26,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,26,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,26,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,26,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,29,2018,8,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,30,2018,2,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,30,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
6.0000,31,2017,9,7.0000,1.000000,7,1.0000,1.0000,0.0000
1.0000,31,2017,10,6.0000,1.000000,6,1.0000,1.0000,7.0000
1.0000,31,2017,11,1.0000,1.000000,1,1.0000,1.0000,6.0000
1.0000,31,2018,1,1.0000,1.000000,1,1.0000,1.0000,1.0000
3.0000,31,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,31,2018,3,3.0000,1.000000,3,1.0000,1.0000,1.0000
3.0000,31,2018,4,1.0000,1.000000,1,1.0000,1.0000,3.0000
1.0000,31,2018,5,3.0000,1.000000,3,1.0000,1.0000,1.0000
4.0000,31,2018,6,1.0000,1.000000,1,1.0000,1.0000,3.0000
3.0000,31,2018,7,4.0000,1.000000,4,1.0000,1.0000,1.0000
2.0000,31,2018,8,3.0000,1.000000,3,1.0000,1.0000,4.0000
0.0000,31,2018,9,2.0000,1.000000,2,1.0000,1.0000,3.0000
1.0000,32,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,32,2017,11,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,33,2017,9,3.0000,1.000000,3,1.0000,1.0000,0.0000
1.0000,33,2017,10,1.0000,1.000000,1,1.0000,1.0000,3.0000
1.0000,33,2017,11,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,33,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,33,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,33,2018,7,1.0000,1.000000,1,1.0000,1.0000,1.0000
3.0000,33,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,33,2018,9,3.0000,1.000000,3,1.0000,1.0000,1.0000
0.0000,34,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,39,2018,4,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,41,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,41,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,41,2018,7,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,42,2017,11,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,42,2018,1,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,43,2017,12,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,43,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,43,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,43,2018,7,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,44,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
2.0000,45,2017,12,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,45,2018,3,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,45,2018,5,1.0000,1.000000,1,1.0000,1.0000,2.0000
0.0000,45,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
2.0000,48,2017,11,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,48,2017,12,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,48,2018,1,1.0000,1.000000,1,1.0000,1.0000,2.0000
0.0000,48,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,49,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,49,2018,3,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,49,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,51,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,51,2017,10,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,51,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,51,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
7.0000,60,2017,9,6.0000,2.000000,3,4.0000,1.0000,0.0000
2.0000,60,2017,10,7.0000,3.500000,2,6.0000,1.0000,6.0000
4.0000,60,2018,5,2.0000,2.000000,1,2.0000,2.0000,7.0000
0.0000,60,2018,9,4.0000,2.000000,2,3.0000,1.0000,2.0000
2.0000,61,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,61,2017,10,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,61,2017,11,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,61,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,61,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,63,2017,11,2.0000,2.000000,1,2.0000,2.0000,0.0000
1.0000,63,2018,2,1.0000,1.000000,1,1.0000,1.0000,2.0000
2.0000,63,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,63,2018,5,2.0000,1.000000,2,1.0000,1.0000,1.0000
0.0000,63,2018,6,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,64,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
3.0000,64,2018,1,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,64,2018,3,3.0000,1.500000,2,2.0000,1.0000,1.0000
1.0000,64,2018,5,1.0000,1.000000,1,1.0000,1.0000,3.0000
0.0000,64,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,65,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,65,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,67,2017,9,4.0000,4.000000,1,4.0000,4.0000,0.0000
1.0000,67,2018,1,1.0000,1.000000,1,1.0000,1.0000,4.0000
0.0000,67,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,68,2018,1,4.0000,4.000000,1,4.0000,4.0000,0.0000
1.0000,68,2018,2,1.0000,1.000000,1,1.0000,1.0000,4.0000
4.0000,68,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,68,2018,5,4.0000,4.000000,1,4.0000,4.0000,1.0000
0.0000,69,2018,8,1.0000,1.000000,1,1.0000,1.0000,0.0000
4.0000,70,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,70,2017,12,4.0000,4.000000,1,4.0000,4.0000,1.0000
4.0000,71,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,71,2017,10,4.0000,1.000000,4,1.0000,1.0000,1.0000
1.0000,71,2017,11,1.0000,1.000000,1,1.0000,1.0000,4.0000
1.0000,71,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,71,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
3.0000,72,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,72,2018,8,3.0000,1.500000,2,2.0000,1.0000,1.0000
1.0000,73,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
2.0000,73,2017,10,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,73,2018,2,2.0000,1.000000,2,1.0000,1.0000,1.0000
0.0000,73,2018,3,1.0000,1.000000,1,1.0000,1.0000,2.0000
0.0000,74,2018,8,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,75,2017,11,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,75,2018,3,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,75,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,77,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
2.0000,78,2017,9,3.0000,1.000000,3,1.0000,1.0000,0.0000
1.0000,78,2017,10,2.0000,1.000000,2,1.0000,1.0000,3.0000
2.0000,78,2017,11,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,78,2017,12,2.0000,2.000000,1,2.0000,2.0000,1.0000
1.0000,78,2018,2,1.0000,1.000000,1,1.0000,1.0000,2.0000
0.0000,78,2018,7,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,79,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,80,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
2.0000,80,2017,11,1.0000,1.000000,1,1.0000,1.0000,1.0000
2.0000,80,2017,12,2.0000,2.000000,1,2.0000,2.0000,1.0000
1.0000,80,2018,3,2.0000,1.000000,2,1.0000,1.0000,2.0000
1.0000,80,2018,5,1.0000,1.000000,1,1.0000,1.0000,2.0000
0.0000,80,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
2.0000,84,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,84,2018,1,2.0000,1.000000,2,1.0000,1.0000,1.0000
0.0000,85,2017,9,3.0000,1.000000,3,1.0000,1.0000,0.0000
2.0000,86,2017,9,10.0000,1.250000,8,2.0000,1.0000,0.0000
3.0000,86,2017,10,2.0000,1.000000,2,1.0000,1.0000,10.0000
1.0000,86,2017,11,3.0000,1.000000,3,1.0000,1.0000,2.0000
1.0000,86,2017,12,1.0000,1.000000,1,1.0000,1.0000,3.0000
2.0000,86,2018,1,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,86,2018,2,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,86,2018,4,1.0000,1.000000,1,1.0000,1.0000,2.0000
3.0000,86,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,86,2018,6,3.0000,1.500000,2,2.0000,1.0000,1.0000
4.0000,86,2018,7,1.0000,1.000000,1,1.0000,1.0000,3.0000
0.0000,86,2018,9,4.0000,1.333333,3,2.0000,1.0000,1.0000
2.0000,88,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,88,2017,10,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,88,2017,12,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,88,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,88,2018,5,1.0000,1.000000,1,1.0000,1.0000,1.0000
2.0000,88,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,88,2018,8,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,92,2018,3,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,92,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,94,2018,4,1.0000,1.000000,1,1.0000,1.0000,0.0000
30.0000,95,2017,9,10.0000,2.500000,4,5.0000,1.0000,0.0000
2.0000,95,2017,10,30.0000,5.000000,6,15.0000,1.0000,10.0000
1.0000,95,2017,11,2.0000,1.000000,2,1.0000,1.0000,30.0000
1.0000,95,2017,12,1.0000,1.000000,1,1.0000,1.0000,2.0000
5.0000,95,2018,1,1.0000,1.000000,1,1.0000,1.0000,1.0000
11.0000,95,2018,2,5.0000,1.666666,3,3.0000,1.0000,1.0000
3.0000,95,2018,3,11.0000,3.666666,3,8.0000,1.0000,5.0000
4.0000,95,2018,4,3.0000,1.000000,3,1.0000,1.0000,11.0000
3.0000,95,2018,5,4.0000,1.000000,4,1.0000,1.0000,3.0000
8.0000,95,2018,6,3.0000,1.500000,2,2.0000,1.0000,4.0000
56.0000,95,2018,7,8.0000,2.000000,4,3.0000,1.0000,3.0000
22.0000,95,2018,8,56.0000,18.666666,3,28.0000,3.0000,8.0000
0.0000,95,2018,9,22.0000,11.000000,2,20.0000,2.0000,56.0000
1.0000,97,2018,4,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,97,2018,8,1.0000,1.000000,1,1.0000,1.0000,1.0000
29.0000,100,2017,9,67.0000,5.153846,13,10.0000,1.0000,0.0000
26.0000,100,2017,10,29.0000,2.900000,10,10.0000,1.0000,67.0000
21.0000,100,2017,11,26.0000,3.714285,7,10.0000,1.0000,29.0000
30.0000,100,2017,12,21.0000,7.000000,3,10.0000,1.0000,26.0000
21.0000,100,2018,1,30.0000,2.727272,11,10.0000,1.0000,21.0000
15.0000,100,2018,2,21.0000,3.000000,7,10.0000,1.0000,30.0000
30.0000,100,2018,3,15.0000,3.000000,5,10.0000,1.0000,21.0000
26.0000,100,2018,4,30.0000,5.000000,6,11.0000,1.0000,15.0000
26.0000,100,2018,5,26.0000,5.200000,5,10.0000,2.0000,30.0000
58.0000,100,2018,6,26.0000,6.500000,4,19.0000,2.0000,26.0000
13.0000,100,2018,7,58.0000,11.600000,5,22.0000,6.0000,26.0000
8.0000,100,2018,8,13.0000,4.333333,3,9.0000,1.0000,58.0000
0.0000,100,2018,9,8.0000,2.666666,3,5.0000,1.0000,13.0000
85.0000,101,2017,9,172.0000,3.307692,52,15.0000,1.0000,0.0000
87.0000,101,2017,10,85.0000,3.269230,26,14.0000,1.0000,172.0000
18.0000,101,2017,11,87.0000,4.578947,19,16.0000,1.0000,85.0000
79.0000,101,2017,12,18.0000,1.636363,11,3.0000,1.0000,87.0000
131.0000,101,2018,1,79.0000,5.266666,15,11.0000,1.0000,18.0000
63.0000,101,2018,2,131.0000,5.695652,23,15.0000,1.0000,79.0000
129.0000,101,2018,3,63.0000,3.000000,21,10.0000,1.0000,131.0000
112.0000,101,2018,4,129.0000,4.777777,27,11.0000,1.0000,63.0000
106.0000,101,2018,5,112.0000,4.666666,24,12.0000,1.0000,129.0000
82.0000,101,2018,6,106.0000,4.240000,25,12.0000,1.0000,112.0000
100.0000,101,2018,7,82.0000,3.904761,21,10.0000,1.0000,106.0000
72.0000,101,2018,8,100.0000,4.166666,24,12.0000,1.0000,82.0000
0.0000,101,2018,9,72.0000,4.800000,15,19.0000,1.0000,100.0000
0.0000,102,2017,12,10.0000,10.000000,1,10.0000,10.0000,0.0000
1.0000,105,2017,9,2.0000,2.000000,1,2.0000,2.0000,0.0000
1.0000,105,2017,11,1.0000,1.000000,1,1.0000,1.0000,2.0000
8.0000,105,2017,12,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,105,2018,1,8.0000,2.666666,3,4.0000,1.0000,1.0000
1.0000,105,2018,2,1.0000,1.000000,1,1.0000,1.0000,8.0000
1.0000,105,2018,3,1.0000,1.000000,1,1.0000,1.0000,1.0000
9.0000,105,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
5.0000,105,2018,5,9.0000,4.500000,2,8.0000,1.0000,1.0000
2.0000,105,2018,6,5.0000,2.500000,2,4.0000,1.0000,9.0000
0.0000,105,2018,7,2.0000,2.000000,1,2.0000,2.0000,5.0000
16.0000,106,2017,9,17.0000,2.428571,7,5.0000,1.0000,0.0000
2.0000,106,2017,10,16.0000,4.000000,4,7.0000,1.0000,17.0000
2.0000,106,2017,12,2.0000,1.000000,2,1.0000,1.0000,16.0000
2.0000,106,2018,2,2.0000,2.000000,1,2.0000,2.0000,2.0000
1.0000,106,2018,3,2.0000,1.000000,2,1.0000,1.0000,2.0000
3.0000,106,2018,4,1.0000,1.000000,1,1.0000,1.0000,2.0000
6.0000,106,2018,5,3.0000,1.500000,2,2.0000,1.0000,1.0000
7.0000,106,2018,6,6.0000,3.000000,2,3.0000,3.0000,3.0000
10.0000,106,2018,7,7.0000,2.333333,3,4.0000,1.0000,6.0000
13.0000,106,2018,8,10.0000,2.500000,4,4.0000,1.0000,7.0000
0.0000,106,2018,9,13.0000,6.500000,2,12.0000,1.0000,10.0000
12.0000,107,2017,9,21.0000,3.000000,7,4.0000,1.0000,0.0000
3.0000,107,2017,10,12.0000,4.000000,3,4.0000,4.0000,21.0000
3.0000,107,2017,12,3.0000,3.000000,1,3.0000,3.0000,12.0000
3.0000,107,2018,1,3.0000,3.000000,1,3.0000,3.0000,3.0000
3.0000,107,2018,4,3.0000,3.000000,1,3.0000,3.0000,3.0000
20.0000,107,2018,5,3.0000,3.000000,1,3.0000,3.0000,3.0000
8.0000,107,2018,6,20.0000,10.000000,2,10.0000,10.0000,3.0000
3.0000,107,2018,7,8.0000,8.000000,1,8.0000,8.0000,20.0000
12.0000,107,2018,8,3.0000,3.000000,1,3.0000,3.0000,8.0000
0.0000,107,2018,9,12.0000,6.000000,2,6.0000,6.0000,3.0000
2.0000,108,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
10.0000,108,2018,2,2.0000,2.000000,1,2.0000,2.0000,1.0000
13.0000,108,2018,6,10.0000,10.000000,1,10.0000,10.0000,2.0000
0.0000,108,2018,8,13.0000,6.500000,2,10.0000,3.0000,10.0000
6.0000,109,2017,9,23.0000,5.750000,4,10.0000,1.0000,0.0000
1.0000,109,2017,10,6.0000,6.000000,1,6.0000,6.0000,23.0000
55.0000,109,2018,5,1.0000,1.000000,1,1.0000,1.0000,6.0000
30.0000,109,2018,7,55.0000,11.000000,5,20.0000,1.0000,1.0000
22.0000,109,2018,8,30.0000,10.000000,3,10.0000,10.0000,55.0000
0.0000,109,2018,9,22.0000,11.000000,2,12.0000,10.0000,30.0000
6.0000,111,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
2.0000,111,2018,4,6.0000,3.000000,2,5.0000,1.0000,1.0000
2.0000,111,2018,5,2.0000,2.000000,1,2.0000,2.0000,6.0000
0.0000,111,2018,7,2.0000,2.000000,1,2.0000,2.0000,2.0000
0.0000,115,2017,9,3.0000,3.000000,1,3.0000,3.0000,0.0000
1.0000,118,2018,1,2.0000,2.000000,1,2.0000,2.0000,0.0000
0.0000,118,2018,2,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,121,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,121,2018,9,1.0000,1.000000,1,1.0000,1.0000,1.0000
2.0000,122,2017,9,9.0000,1.000000,9,1.0000,1.0000,0.0000
1.0000,122,2017,10,2.0000,1.000000,2,1.0000,1.0000,9.0000
3.0000,122,2017,11,1.0000,1.000000,1,1.0000,1.0000,2.0000
1.0000,122,2017,12,3.0000,1.500000,2,2.0000,1.0000,1.0000
2.0000,122,2018,1,1.0000,1.000000,1,1.0000,1.0000,3.0000
2.0000,122,2018,2,2.0000,1.000000,2,1.0000,1.0000,1.0000
1.0000,122,2018,3,2.0000,1.000000,2,1.0000,1.0000,2.0000
3.0000,122,2018,4,1.0000,1.000000,1,1.0000,1.0000,2.0000
4.0000,122,2018,5,3.0000,1.000000,3,1.0000,1.0000,1.0000
4.0000,122,2018,6,4.0000,1.000000,4,1.0000,1.0000,3.0000
1.0000,122,2018,7,4.0000,1.000000,4,1.0000,1.0000,4.0000
6.0000,122,2018,8,1.0000,1.000000,1,1.0000,1.0000,4.0000
0.0000,122,2018,9,6.0000,1.200000,5,2.0000,1.0000,1.0000
0.0000,123,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,124,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,124,2017,12,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,124,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,124,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,127,2017,9,4.0000,4.000000,1,4.0000,4.0000,0.0000
0.0000,131,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,137,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,137,2017,11,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,138,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,140,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,142,2017,12,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,142,2018,1,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,142,2018,6,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,143,2017,12,2.0000,1.000000,2,1.0000,1.0000,0.0000
0.0000,145,2018,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,146,2018,4,2.0000,2.000000,1,2.0000,2.0000,0.0000
0.0000,148,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,153,2017,10,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,154,2017,12,1.0000,1.000000,1,1.0000,1.0000,0.0000
2.0000,154,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,154,2018,9,2.0000,2.000000,1,2.0000,2.0000,1.0000
1.0000,158,2017,11,1.0000,1.000000,1,1.0000,1.0000,0.0000
0.0000,158,2018,4,1.0000,1.000000,1,1.0000,1.0000,1.0000
1.0000,159,2017,9,1.0000,1.000000,1,1.0000,1.0000,0.0000
1.0000,159,2018,2,1.0000,1.000000,1,1.0000,1.0000,1.0000
0.0000,159,2018,3,1.0000,1.000000,1,1.0000,1.0000,1.0000
